user_id,message
52SG,She doesnt like it xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
72CV,It was hard for my daugther to used i could not get her to enjoy and learn at the sametime
40UU,I could not get my daugther to like and enjoy the game
37SN,Not what I wanted. My daughter doesn’t enjoy using it and would prefer to spend the money on an app she will use
96TZ,May daughter doesn’t like this app and I will not get value for money
74UG,"I do not want this app, my daughter doesn’t like it and won’t use it"
98FJ,We did not like it. This was not what we expected.
61WK,My son didn’t like it. It was not what we expected.\n\n\n
45BA,We did not like this app. It was not what we expected.
24FH,Too pricey for the amount of time spent playing. Unbelievable that there is a character limit used to unsubscribe. 
99QR,Child not using the app to justify cost and i cant afford it
56LJ,She was not interested in the application. Not much else to say. 
81UQ,My child does not use he apl like i though he would. 
11KF,My husband and I feel this app is Too expensive on amonthly basis 
21IN,The cost. And having to write 50 characters is really annoying so I'm just going to babble here. Ridiculous.
60HT,Because it’s not being used enough to justify cost \n
53KD,Because it doesn’t get used often enough to justify cost
32FL,No time to do this. Too much homework and it doesn’t align with splash math\n\n
18RP,Ghbghhhcvvvhhgfffhhjjjjhhhhhhhhjjjjhggffvhhhggbhjuyghhjuhgghjjuhhhfdsrtyhjijggui
93TK, My daughter doesn’t play it. She plays other apps that are for free
95GU, My daughter doesn’t play it. She plays other apps that are for free.
31RV,Daughter doesnt play it. She uses other apps that are free
81GC,Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
67UU,Duplicate subscription. We have one through school
63MW,I didnt realize mu subscription was on auto renew. Child already has one through school
28WY,Dont need. Duplicate account. Also didnt realize it was on auto renew
32JA,Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
87AE,Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm\n
55OS,Did not want to pay subscription fee every month \n\n
49WE,She is not using it like she should and school is starting. 
34NB,Child did not like it! Too easy. Omg seriously. Cost too much
28BC,Math levels went from easy to hard without a middle\n
28KJ,I can get similar apps for free.  Nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnoooooooooooo thank you
91EP,My kids didn’t use it as much as I hoped. I am still researching something that works for them.\n
43OJ,"No reason, child doesn’t use the app. Other apps are a bit more challenging."
20BH,Not being used enough to be belpful. Child is too young
59PK,My child no longer uses Splash Math.
87RL,Not using it. My daughter doesnt use it enough. Not worth the money
67AX,"Not user friendly. Wasn't what I was looking for. Application loading problems. Only needed a summer app to keep child math skills up to date, found a free application. Application froze up and loading took too long. Age appropriate need was not met' needed something more challenging. "
91ST,My child no longer uses Splash Math.
52YI,Unable to pay due to unemployment\nNot sure what else to put for the recommended minimum
69DM,*************************************************************************************************
19IM,Not what was expected\n\nVghuuujjbkgkhglkhghljglhjghlmglkhghlkg
75SH,"Please cancel subscription, we do not like this game. Thank you"
48AK,I wanted something free. I'm not interested in paying for an app.
33LJ,My daughter has mastered the current level but the next one is too hard. Shes too young go reqd thrbdirections but it requires reading to know what to do. 
83RP,My child no longer uses Splash Math.
72BJ,I can't afford any paid products right now.
45XU, I do not want to pay for an app my kids don’t use.
66CP,Dont want to pay. Asjklbdhrvdiwksbcgdkwvcvdjekbvghdjd
64CP,I am on a budget. Don’t have the need for this app any more. It was very helpful. 
45ZK,Not using. No time. A lot of school homework. ..........................................................
82NX,Not using.............................................................................................................
42LF,Please cancel my subscription. My child found this difficult to use. He really really really hated it it is obnoxious that you require me to fill in this form.  If this is not cancelled immediately. I will never use any of your products again
21QO,To expensive kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
86WE,"Splash math was good, but it is more productive for my child to use activity books on paper. "
35SE,My child is not ready. Level one was too advanced for her. 
53YV,He needs to be able to repeat the sections for retention. \n
98OS,Only have the kid for part of the year so i only use apps when shes with us 
25TR,"Too expensive "".................................................."
76NL,I cancel this prior to the trial date why am I getting charged for a year.  
68PJ,My child no longer uses Splash Math.
68ZZ,Too expensive............................................
25HB,I can't afford any paid products right now.
79XF,The app is really helpful nice but I find it Expensive since my child is only allowed to use the ipad during weekends. \n
48WT,I need it on andifferent device thats not linked to this one and dont want to re buy it
98CB,Not paying for practice math. There are many free programs. 
21WE,This app should be free because my child can not use it during week days . I think it's waste of money for only weekend.
35PC,This app should be free so if my child is not playing the game my money is not wasted \n
64KW,My child no longer uses Splash Math.
80ZI,Cost effective - app is very pricey......................
98BB,Gggggggggggggggggggggggggggggggggggggggggggggggggggg
95UE,"I cannot seem to cancel this  Subscription and it is very frustrating, you do not make it easy and this is one thing that I would tell people"
57XQ,Nothing its fine just dont use it-mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
19GE,Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
94XT,Cant afford the yearly fee of $70 plus at this time.
59DB,"I want help for my child, but i cant affor the $70."
66LA,We decided to cancel the app because we were testing it out 
14CL,Too much homework already. No time for extra work xxxxxxxxxx x
58LO,Not worth it\nFuck you fuck you fuck fuck you and your 50 fucking characters 
95BP,"...."".""............"".................................. This app is not worth the subscription price ...........jhguyfiufiugiugiugiyfiyfiyfiufkug iugiug"
76HQ,"Khguvhihfiyviugciugcoyyfiuyfgfsjjdghjdvhmdghmdghkfgjkfyukfgjmfhj,f,jhgjmfhjmfhjmhjmfhjmfhjmfghjfghjdghm"
50ID,Fdgnghjdghmcghmdgyghjxghnxghnxghnxghmxghjxghjdghjcghmcghkcghkxgykxgyjxghjxhgjxghjxgyjxgyjxtynxyfnxfynxfyhxfyjxtyjtyjxgyjcghjdtyjghkxghkxg
77KK,This app is not worth the cost This app is not worth the costThis app is not worth the costThis app is not worth the cost This app is not worth the costThis app is not worth the costThis app is not worth the cost This app is not worth the costThis app is not worth the costThis app is not worth the cost This app is not worth the costThis app is not worth the costThis app is not worth the cost This app is not worth the costThis app is not worth the cost\n
23ZE,OiahefvoidfhvgaelkfhgalekfhgahgaelfihgalidfhvalidfnvaldkfvnalsdnvaslkdjfaskldnVlskdnVlksndVLksdnvLskdnVLekfhvlakefhvliaefhvliaefhvlkaefhvlkaenrvlkaevhsilhrsglbkhsrlkgbsrrbhrsgb
77LK,I can pay d same price for a Month n a year at dsame time
21NE,"Dis subscription have been cancel and am be charge for it again. Please, can u refund me my money back"
21UF,My child has not been using it because he does not have enough time.\n
12MQ,Not i terested in keeping this app because its Too expensive for basic math problems
76UC,My 9 year old was tricked into a $59.99 subscription!
72CX,Did not want to purchase. Can use another program for free\n
37UN,Please cancel our trial subscription to Splash Math. It is great we just can't afford it.
82HD, We do not want it because it does not fit our purpose 
88TJ,The games took to long to load. Lost interest due to delay in starting game play. 
43OP,She qas Not into the game. Didnt catch her attention....
37AU,Using free apps now. Used this to improve subtraction.
83AG,Used to help her with subtraction. Doesn’t need the app anymore
84VP,Qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqwwqqqqbbbvfddggff
69WF,Boys nearly completed all relevant questions vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv\n
47JB,I was not happy with the app. It isn't what i was looking for and also it wasn't working properly. I would like to cancel my subscription
94VB,Not used enough to pay a subscription every moneth.
60TW,"Monthly too much, to buy K-5 is also a bit high.  I'd pay $5/mo or $25 for all."
87UA,Not using it enough.  Not worth it.  Just didn't use
66GH,I can't afford any paid products right now.
30XG,"La aplicación está muy completa y divertida, pero mi hijo casi no le dedica tiempo. No puedo pagar mensualmente si no le sacamos provecho\n"
77VU,I thought the app was going to be much more fun. Not as boring as this app. My sin doesnt like it neither do i.
13PO,"This app is too expensive, and we do not use it. Please cancel."
29NB,Cancelling my subscription. Canceling my subscription. Canceling my subscription we don't ever us app and u keep charging me
25HD,We never use the app and your charging me. Do not charge my card again. I do not wish to keep this service anymore
67DZ,I got another program for her that she understands better.
55HD,"Too expensive to continue using the amount we do......""""...""............................."
89FP,We just didnt use the app. Was very difficult to figure out how to cancel. Might want to make that easier and less frustrating to people. 
74PX,Nothing\n                      Better to do with your subscribers 
64IB,I don’t think it is as useful gor our daughteras Ithought
61FN,I cant offer any suggestions to improve Splash Math other than that it shouldnt cost $9.99/month. 
96KE,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
69NI,Dhjdjebdbdjenejjdjdndjeidndinensisneidndndiendnxiemkxixdnksksnxkdnxndid
56FO,I can't afford any paid products right now.
89NQ,The subscription price is too high.
30OM,Please cancel
11KW,Dont need it my kids donwloadad it for free\nTrial\nAnd i ended up paying for with lots of\nMoney its a shame
29OO,My free subscription is up and I feel it is too costly and would prefer an overall cost subscription for an app\n
90GR,I got bored\nI think you should make the games more fun 
22CF,It is good. I like the app however I do not want to pay for this app at the moment
93TW,"I like the app, I just do not want to pay for the app at the moment. My daughter loves it."
54NV,I cannot pay for a subrscription.                           \n\n\n\n\n\n\n
46VD,He already has a account through the school.   This was a duplicate account.  \n
95GL,Cannot afford it at the moment. May return in the future. Overall it is a great app.
13FX,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
88PC,The cost and short trial period are the reason I’m canceling.\n
82TA,I can't afford any paid products right now.
14JZ,Molly is not using this app.                                                                     \n\nThank you\n       
12GL,Cant afford it at this time and didnt use it as much as we thought we would. 
95GV,My daughter doesn't have time to use the program at this time. 
26ET,My daughter doesn't have time to use the program.\n
66QS,"Not needed not needed not needed not needed not needed not needed not needed not needed!!!!,!,,!,!,!,!,!,,!,!!,!,!,!,,!,!,!,,!,!,"
29BJ,She want to use the program aaaaaswaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
56FN,We are Not using it enough so its not woth it. Thankyou \nWe are Not using it enough so its not woth it. Thankyou \nWe are Not using it enough so its not woth it. Thankyou \nWe are Not using it enough so its not woth it. Thankyou \nWe are Not using it enough so its not woth it. Thankyou 
98IR,"Its a bit pricey for me! I really like this app for my son, but the price is too much!"
76IH,My child needs extra help. The program didn't work for my child.
85YL,Too daggum expensive. 80$ for a year are you shitting me?\n
34YR, This app is way too expensive for us and we no longer wanted
98JC, This app is way too expensive and it is very hard to cancel my subscription if I have parental controls enabled
77EC, This app is really expensive and nearly impossible to cancel
87QJ,We just don't want it anymore\nVery expensive..........................
67TZ,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
31AI,My Daughter wasnt interestedin the game. So i would like to cancel this please
93VI,This application is Not used enough by our child.\n\n
96PL,I can't afford any paid products right now.
36EQ,My child no longer uses Splash Math.
67WR,Too expensive there are free apps bbbbbbbhhhhhhhhhhhhhhhhhhh
91JP,Not willing to pay monthly fee for an app. My child will not use this once school starts. 
40JM,Not willing to pay a monthly fee when kniw my child will not use it daily. Once school starts they will not  use it at all. Great concept and actually like the app just too expensive. 
89AC,Love the concept and goals but not willing to pay monthly subscription. 
83KH,My child isnt using this as much as I hoped. Great app. Just not willing to pay $10. 
41UP,Love the app but am not willing to pay a monthly fee for it. My child doesnt use it enough for the fee charged. 
47YI,Moved on to other things and his interets have changed.  Vacation time. Sports time
28FV,Not equal to app from school. It did not live up to our expectations. You should add a way to skip ahead if your child is beyond the current lesson. We want to cancel.
65UW,My daughter didn't use it very much. Please cancel as soon as possible before the end of the free trial. \n
44QP,Not interested in paying for this right now. Thank you. 
11BH,Jejekekkiekek kekekekekekekekekekeke kekekekekeekekekekekekkekekeke kekekekkekekekeekke
71SQ,This is a story of 50 words kjdjdjdidke kejekekekkekekkekeke ekekekkekeke didjdkkedkeidmd dodmdkdkke
31QP,Kdkkekekeke fmekkekekeoekkekeke fkfkfkdkrkdkdkrkorkrrkkrkr dlkfkfkdkrfood
58MM,The subscription price is too high.
24ZI,I can't afford any paid products right now.
60LF,The child has progress into another program. And will not use the iPad no longer\n
71MB,Too much money for subscription. Mistakenly subscribed
69VE,Please refund me for the remaining months as we only used this app for a short time. Thank you\n
51ZU,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
60GR,No multiplication games. I am mainly looking for multiplication games
31ID,Too repetitive. Child needs to be able to read beyond math ability to do some problems.\n\n
61AD,"Too repetitive and child needs to be able to read beyond math abilities,"
49YX,I can't afford any paid products right now.
86LA,The subscription price is too high.
19NG,My child no longer uses Splash Math.
34AW,.my daughter lost interest in your app very quicklyhttps://youtu.be/2knnY8nIu6Ahttps://youtu.be/2knnY8nIu6A
85ZJ,We didn't use as expected.  Thank you for everything!
64SD,Not using this app anymore. Thats about it. I have nothing else to say
19AU,Has too much of his own work right now.  I’ll return in the summer
92QT,Will return in summer too much for him to do now to long of a requirement for now
79FF,She is not use it much. It is too easy for her. She did not like it.\n
15MW,I can't afford any paid products right now.
18WV,"More challenging questions, second grader and the app looks and sounds like a preschool app\n"
17BQ,"Not needed anymore, we used to it to improve my daughters math and this app helped"
99RP,"Not needed, got app to help my daughter and she is doing great "
11HR,my son dont have time and keeping\nthe iphone\naway from him.
21RX,"Financial reasons, financial reasons, financial reasons, financial reasons, financial reasons, is this not a good enough reason...it's too expensive, I don't have the money to be paying this app....is this good enough reason!????"
85FC,The subscription price is too high.
13AI,My daughter does not use it. She had an app they got from school that is free she uses. 
41SE,no lo uso gracias por su atencion no lo uso gracias por su atencion
78SA,I like the app just think its too expensive for what we are paying 
10NE,Too expensive of an app dont like monthly payments
57QI,I can't afford any paid products right now.
59SJ,This app is expensive compared to similar apps. Good quality but still pricey for what it is.
59AO,This app is very Expensive compared to others. Good quality but not offering much more than competitors.\n\n\n
30RV,Too expensive. If it were more affordable i would purchase
84CN,Please let us know the reason so that we can improve Splash Math (Minimum 50 characters).
86ZX,A 1 week trial is not enough time for my son to continue using this app especially when he is enrolled in camp all-day when school is not in session. I wouldn't mind paying for weekend trials.
57MF,Child not interested in using............... ............
65BS,A little pricey just to be an app with math problams. I thought it might give more instruction or tips on solving the problems. 
26JT,No longer needed this application because my child is already in middle school
50JA,Splash math is a great app. We look forward to using it again in the future 
47WZ,Spalsh mathbis a great app. We look forward to using it againnin the future 
67QA,Splash math is great’ will use again in the future\n
17OC,Smxjdicnfurksxmfjvjifeikcnvrjiwjfncmssldmmcmcdmfjoss fjrinvrjdjjdecjdmxlsdjksmcjdjd
76IS,.cmdjdjdjsjksjjsjcfjjfjdvnjdimsmknnfjdkskdksfmcjfdkcmdkcmdm
67JD,Unfortunatelty we are unable to afford the subscription
64AZ,I no longer need this app and my child does not use it.
69CZ,I dont want to play this game anymore i do not find that it explains things efficiently
86IY,Not doing it at this time shes still so young so its not worth the money.
85HO,.............................................................................................................................
20EG,I can't afford it\nAnd my son has stopped using the app\n
14MY,"Didnt care for it. There are similar apps out there for free, did not realize this was subscription only when downloaded."
42ZD,Did not know it cost so much. I had a surprise charge on my a count 
69AB,My child no longer uses Splash Math.
11DH,Good app but it is too expensive for a subscription based service!
88TW,We no longer use or enjoy the application.  Thank you.\n
72QO,Not applicable. Trial use only. Aaaaaaaaaaaaaaaaaaaa
88VE,Student no longer uses it. It was used for tutoring purposes. 
76IY,The student no longer needs this. It was used during tutoring.
21DS,Not in tutoring anymore. He no longer needs this application. He only used it while in tutoring.
83YD,This application was only used for tutoring purposes. He no longer needs this.
90HD,This application was being used for tutoring purposes. He no longer uses it.
25IM, Use for tutoring purposes student is no longer in tutoring and is  no longer needed\n
32SW,Do not use. Please cancel my subscription asap. I just tried and did not get a confirmation. Need it cancelled
51DK,Do not use. Its a little more expensive than I would think for a school sponsored event.
31CA,Just to expensive at this time \nPlease remove subscription afree free week
44SM,I dont want this apppp and I have tried 10’x to cancwl
65OR,Toooo expensive........ just wanted to try but not woth ghe cost
11EX,The price is too much for what you get. It would be better to ha e anone time purchase price 
57WB,"dont use while in school.""..........................."
71QV,Good game. We will subscribe in the near future. At the moment my son has other priorities.
84RB,"Hello, we are not interested in splash math at this time. Thank you!"
69OA,.....................................................................
95DY,Wasnt using enough to keep paying for the app.........................
41FJ,Unfortunately it’s not helping my child with memorization. Thank you 
82UD,Did not help my child with memorization. Thank you 
49CW,Unfortunately it was not helping my child with multiplication memorization. Thank you! 
49XS,My child was not interested in this app. He refused to do it.
33PB,Guvygvyvygv. Hgvhgvygvyfvyf yfvhg ygvyfvyg ygvygvygvygvyg ygvyvgjgvguv jhv jhv jhv jhv jhv gufcjhbhv hgvhvhv gbugvhgvuhgvh jhv.
23MK,Jjjygyvyfvtdcfcgufvgug uyf yfvtfvuygvygvgvgvuyfvygbygvygvuyg UTF8 tuft
42ST,My child did not use or enjoy this app. I don't want to waste money  on something that won't be used.\n
31VR,My child just doesnt want to do it anymore. He loved it at first but just fizzled out.
23VT,"10 dollars a month is pretty costly. There are apps like elevate that have annual membership for about $35. Overall , good app just to too much."
77IY,No reason dheisus sheisnsis djdndbdo dheie dy endienene sjsnend djdidid idejsksj.        Jssjsbdudi jdidisjjsisje jejkejsdjjsjndhdf jehrudndiemd irjdndidfbfncickdn jdbdn di kkdneev didhdb duhd d idkdndbdhvd hr djdjrdjdnd dydb rjdnndrjdndh susjsjs sjsjsjsj shshnssn snsnshs jsjsjensnene nsnsjssnneen djdjnddj 
88LS,Free trial so not wishing to subscribe due to the auto payment
90XK,Signed up for free trial.. cost is the reason for canceling 
89XL,Nothing personal \nNothing personal\nNothing personal\nNothing personal\nNothing personal \nNothing personal \nNothing personal \nNothing personal \nNothing Personal 
77EL,Ms fkjndfkdnkjenkjernfkjemfkkrefnrkkenfokerjfiowrjrlkwemlkemflekrgneorkgmetogegefg
37PX,Vgfggcgfchgvhhbjhbhbhggfyrdresrrghgvhgvjhvhgvhgvhgchgchgchfygvhgv
40HG,"Using Matific, which has been provided by the school."
71VU,We are using Matific which has been provided by the school.
68YT,Not user friendly to grandparents and too costly as well.
33CH,Way too difficult to deal with.\nI do not want it on my iPad.  This is grandma and I don’t like it. 
73SY,Want to try a different math game for my kid. Thanks. 
21HI,No need. It's a wonderful application for math practice. \n\nI am cancelling because my kids' school provide free access to Splash Math.\n\nThank you!
92RJ,School has already paid for a subscription.\n
31QH,Wanted simple times tables. App was not as user friendly as id hoped
60XJ,Would only want free trial would like a refund for renewal 
72WO,"Canceling over summer break, plan on using again in the fall.\n\n\n\n\n\n\n"
74TU,My son didn’t like it. He said it was to repetitive. I guess he would like more variety on learning the same operations. I don’t know.
64HQ,Too much money per month and feel can get better for free 
55JC,Not using. Please cancel the subscription. Thank you!
75TA,Not interested in playing the game at first was excited but not anymore so i do not want to pay for something that she does not want to use
19DR,Son  or daughter wasn’t very interested we have some other math programs they like better
40IR,"It's a great game just trying to save money ""........"".....................................................................................................\n\n...""mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm"
90GW,I can't afford any paid products right now.
10BL,i cannot afford it the app i am very poor cannot afford bus fare
36PS,My son wasn’t that interested in it. I was hoping it would be more advanced for him. He is in 2nd grade and the current material in the app was too basic. Sorry.\n
20NX,I can't afford any paid products right now.
98TV,Child has not played since download. So i would rather not continue the Subscription. It seems like a great app my child just wasnt in a spot to use it 
95RZ,We use another app through school which is free so we will be using that instead\n
59PA,"i typed the wrong email and i can't get updates, I need to cancel and start again."
79DV,Too expensive for the amount of usage. Too expensive for the amount of usage. 
94EM,Too expensive for the amount used. Thanks............
90AC,Too expensive and orher as effective methods are available
70ID,"Too expensive, child does not use regularly.\nXxxxxxxxxxxxxxxxxxx"
62LY,Child is Not very interested in the app. It does not provide what we are looking for.
48GN,This app is a scam. I cannot block in app purchases and my son who is just 4 ended up buying lot of coins even though I blocked in app purchases in iTunes.
51AY,My grandkids are not using it. They used it this summer but have gonr back to their mother's home for the school year.
36YP,My grandchildren are not at my place very much during the school year.
70SL,My child no longer uses Splash Math.
96GF,Dont want it maybe next time money is tight \nVhvgfyfgfhgbjh
33WR,Subscribed with another account. So I am canceling this duplicate subscription.
69WN,"Not what we were looking for, need more of a game oriented app.  Thx "
63BL,Not worth the price in our particular case since my son doesn’t spend enough time on it.
47IS,Was not what we expected. We wanted more flashcard games
54KD,Not the app i was looking for.                Thank you!
61SK,We are not using this app lately. No need to improve app just not needing this app currently. Please cancel my subscription as i do not wish to renew at this time. Thank you very much
14IA,My child no longer uses Splash Math.
76QH,My child hates the app.
91PK,My child no longer uses Splash Math.
42MA,We dont used it  errdnn msjsjdn redndj mskjend oksks osmdndj osndndn
91AB,I just want to cancel my subscription no reason I hate these things\n
34XH,It's expensive and it isn't working\nGhjjbbhjjn. Jaggy feet. Jjjjnn g.  Mkjbbcg.  Jkmnvvfggbcv\n
72OR,"D.kikliggearoifg..kiaergfrgfjr.kivaer.kjfglkr,kjawelarfelkjaer.kiger.ikfgesrneroigvsklrenvlkiesrgg.kisernvkljser"
55MI,"Kfkjegoiwefhiuaehckuaeiuhaeiucvkjaevcaegviluwehackjveslkihoilewhfkljrevk,ajnrklufn,sdkchudevc,knelfkhdsvrwa\n"
23XY,It is to much money and don’t like that you have a reason to cancel your subscription if I want to end it I should be able to just end it
86VQ,Just don’t want it anymore my son doesn’t use it to much and it’s to much money also don’t like that I have to write about why I don’t want I should just be able to cancel. 
63IF,TfutvytrcuybvtrtjhbtcytvyWant to cancel because my son doesn’t use it hvgfctfchg\n
35CG,The subscription price is too high.
28CN,Having to pay annual cost up front is not good right now\n\n
50OE,Djsjskskskskksksksmsndjsijdndjdjdkdjdjdksjsnsjsnsndns\n
50KU,As parent we found repeated tests and difficulties to stand next child on iPad as they are tempted to play games instead 
92KD,Repeated tests summer is over now no longer needed 
50XJ,Is this sending? Is my subscription cancelled or not?
72YS,I don't like subscription apps. Rather pay a flat rate. Even if it's pricey- better than subscriptions.
99IA,My daughter is not interested anymore and for that reason i need to cancel since i am paying for nothing.
50BX,My daughter doesnt  use it anymore she is not interested no more please cancel
78BL,My daugther doesnt use it and i dont have money to pay for it so please cancel
13WR,I cancelled this already! Too expensive for app. ...............
87ZC,Daughter didnt like we have something similar for free
50TV,Oooooooookvdefcvhhhjjfdfffffddxzzxddggggggfcxxxzsssszz
66KQ,Daughter didnt like 0000000000000000000000000000000”””””””000000000
41YJ,Daughter didnt like have something similar that is free
11SQ,This app is good but it's expensive. I can't afford it.
22GI,Not what I thought\nBbbbbbbbbbbbbbbbbbbbbbbbhhhhhhhhhhuuuuuu no\n
94CJ,Bhyugcseghfhjhvnhvhghvggugydrstfhbjhuvydtdtctvjhgyhugyvyvyvyvyvyvygyvyhugyvgcg\n\n
31SH,Ddddrrrreeeeeeesrsesrdrdtfyghggfdtctdtvyv    Huhgguvyhbycyjgydyvu
65GK,I can't afford any paid products right now.
46PB,The app is not loa ding properly.\n
41CU,it's toooo easy for 5th grader and expensive for its function
91ZV,Did not know we had to buy for the app. Wanted something thing for my daughter to be able to practice math but am not interested in paying a full year.
14QO,Too expensive. Don’t want the bundle. Xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
28AT,Kyndra doesn't like.  I can't believe you make someone type fifty characters before you will let them cancel a subscription.  
98HD,Ssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss
22RE,"Not as good as I thought as a learning tool, to much games no enough learning"
51VU,The subscription price is too high.
64LQ,"The questions should be asked with voices and not expect kids to read. ,y child is too young to read but can still understand math and number concepts when asked a question "
17GR,Too many questions with words. It should talk. My child is too young to read but can still understand math concepts\n
97SX,"This app just doesn't seem to keep my son's attention, and I am not sure why. \n"
19YC,We are no longer interested in splash mathjgfjgfhggghjhjnmnmnkjkj\n
20IL,This is sosmknknvjgugbght jgjghgjjcxdddkv cjfmgkgkgkgkgkgkgkgkgkgkgkg
45RJ,"Make it more affordable. Also, needs a better way to reinforce more training on weaknesses"
97QA,I can't afford any paid products right now.
82DU,My child no longer uses Splash Math.
41BR,The subscription price is too high.
26VP,I can't afford any paid products right now.
38WN,My son didnt use the app enough during trail. I dont wanr ro pay $60 for something he isnt going to use. 
94WA,My son didnt use the app enough. I dont think its worth $55 if he isnt going to use it at all. We just started Sylvan and i think that is enough for him right now. 
36KK,The subscription price is too high.
91SF,I can't afford any paid products right now.
87EY,A.                                       Byiciyfutfhxfhttdhtdutdtudhdutdthdtudutdtjdtjdutdutdjyfyjfyjjd\n
63JA,Doesnt like it - too hard to read or manipulate on small phone and nit ehtertaining dnough 
51QN,Not using the app anymore ghgfghjnhggggggggggggggggggg
92OD,My child no longer uses Splash Math.
61DO,I was not super impressed with the ability of the app to test recall rather than recognition. \n
90DN,"We tried it for the free trial, but don't like how it is all multiple choice.  Would be better if you could write and or type answers.\n"
90GJ,"The app is not being used enough to pay a monthly payment for it. Since the app is not being used much, we are canceling the subscription.\n\n"
22AY,Bought on his ipad 
66YO,Will subscribe again in vacations.. school days she doesn't get time to do this\n
46TU,I can't afford any paid products right now.
27TM,Good App justo want to cancell
91XK,I am looking for a solution which teaches too.
81IZ,I can't afford any paid products right now.
71AU,The subscription price is too high.
90DX,We unsubscribe for some months. We will continue subscribing later.\n
60ZC,We didn’t use as much as wanted. Please cancel it is ridiculous I have to write 50 characters to cancel a subscription
48KW,Not what we wanted wanted prqctice for timed multiplication fact.
81GV,"Make it free, his school offered a free app!! Only thing I can say about it"
84TY,Application is good and there is no specific reason to cancel the subscription\nJust not able to manage the time to use it.\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
46FD,Daughter not intersted anymore. When she was she liked it but just oost interest. 
40HB,Don't like the app.  It's too expensive.\nI don't have to give specific on cancelling. Kids didn't like it.\n\n\n
28UZ,I wish to cancel my subscription to this application. Request submitted on 08/04/2018.
22KG,Child doesn’t use this application as it’s not challenging enough for them.
67WV,Ht&nhvgjbhgjgnfhtfjhghtrjugghfhhgjhfhgfhghghgghhgfhgfhgfhgfghgjfhgfhjfhjgHe
58PV,I can’t afford to pay for it right now. And needing 50 letters to cancel is ridiculous \n
56MV,It doesnt explain anything. It makes it to hard to do a priblem unless you already know what your doing. You need a detailed explanation of what to do and if you get the answer wrong you need a detailed explanation on why. 
53YO,I’ve ordered this app by mistake perhaps it will be good next year
22OH,Cost of subscription and\nMoving out of town due  to financial situation\n
88NH,"Too expensive So this was an excellent program. Also, I am an uncle and wanted to buy it for my nephew and it’s difficult to transfer over ownership of the account."
92VB,The graphics did not keep my son engaged.  He was bored quickly and we reverted to multiplication cards.\n
89DQ,Canceling due to son not be8mg engaged in the program.  Bored quickly.
40QA,My children have other program. The program includes all subject. They will no longer have use for this My children have other program. The program includes all subject. They will no longer have use for this program.
90XQ,"My child can't read. She just started kinder.  Your greater, equal, or smaller activity requires her to read.  Horrible design. \n"
70YQ,I found a free app with similar math lessons.  This app seemed to expensive for what was taught.\n
18NX,The cost is too high. ...............................................................................
85RB,I want to cancel this subscription. The cost is too high to continue 
56IL,My child doesn’t have no more use into her device than me I have been using it and it was not my first one but it is so much fun and it was free and it was my second time and it was so awesome and it is my one to stop 
85NT,My son doesnt use it enough and its not worth me paying for it
33NO,School starting after August and we won’t need it anymore.
62NQ,"Kid not interested on this app, she lost interest since day one, not enough use to pay the suscription"
43SP,Gggggggggggggvgvytvytcyfcyrctrctrctrctd trcyruyfcuyfcytcyytyf to yr to gf graft yf yet y ( c
39VN,My daughter enjoyed the math games but unfortunately we cannot afford the subscription.
99XD,My daughter enjoyed the math games but unfortunately we cannot afford to pay for the subscription 
15TG,Not using it so we need to cancel it. Thabk you very much. 
51KB,Needs step by step instructions when child gets a problem incorrect.
96QT,This application is too expensive compared to thr plethora of other apps
47MI,Expensive. Not worth the cost. Daughter did not enjoy
27FD,Was not something my daughter had an i terest in and used enough. Was expensive. 
