id,Tag,message
50OY,Budget Sensitive,Im canceling my subscription because i cant afford it right now but thank you for the free trial. The app is great but not for us right now because of the price.
48LR,No Engagement,Not interested in this game because my daughter will not use it. Thank you
49PA,Budget Sensitive,The cost of the APP is the reason for my cancellation.
73IJ,Ignore,Fuck off stupid app. I said i want to fucking cancel and thats it. Goddamit!
90ZE,Ignore,I just wanted to use this to see if it would help my child.  It was great but just not quite what he needed.
56OJ,No Engagement,"Not using ........."".............................\n........."
52BV,No Engagement,"No use of it, no use of it, no use of it, no use of it, no use of it"
13AH,Budget Sensitive,Its a little bit expensive and a little bit confusing for my two sons. Ill try to download it again soon when they get a little bigger
18EP,Ignore,"Please stop charging me, i have try to cancel this app and is just not happening."
87MR,No Engagement,Kid didnt like kid didnt like kid didnt like kid didnt like kid didnt like kid didnt like kid didnt like kid didnt like kid didnt like kid didnt like kid didnt like kid didnt like kid didnt like
76TT,No Engagement,Rhea Not interested in maths at all please xddxdxsasdccc\nCdsssas
97HM,Budget Sensitive,Too expensive.  This is a high cost compared to other products.
36ZV,Ignore,..............................................................................................................
88ZZ,Budget Sensitive,Too expensive and too expensive and too expensive\nToo expensive and too expensive and too expensive\nToo expensive and too expensive and too expensive\nToo expensive and too expensive and too expensive\n
48UJ,Content,My son isnt getting it he is finding it to hard to do the maths problems
74AW,Ignore,We haven’t learned this stuff yet. So it isn’t really helping her. We needed more times table.\n\n
82AV,No Engagement,Not using the program regularly enough for it to be worth while
91IL,Content,Less complicated for toddlers trying to learn math
81LT,Budget Sensitive,Overpriced for the price.  Great app wish it was free or a little cheaper \n
77RW,Budget Sensitive,Too much money- cancel me now \nZzzzzzzzzzzzzzzzzzz\n\n
49HO,Budget Sensitive,Can’t afford single mom can’t swimg it but love app
33TT,No Engagement,I dint like it\nI dint like it\nI dint like it\nI dint like it\nI dint like it\n
65VF,Budget Sensitive,It’s too much for me to afford at this time. My kid has a fun time with the app but we cannot afford it at this point
84GZ,Issues,Not interested it's eye strain too much on the kids
96QF,Time,My daughter harly goes on this app as she is busy in school home work. If she gets time she will come back. Thanks
41PL,Issues,I thought this would help\nWith other activites like reading and writing but its not
52ON,Ignore,We subscribed by accident. Please help cancel our subscription. Thanks in advance.\n
60AA,No Engagement,Singed up and just forgot about it even with push notifications. My son is doing better in math now anyway. Thank you
91UL,Ignore,Only wanted a trial and need to cancel the subscription
59YF,No Engagement,Child did not enjoy the full access. Liked the trial process better.
52WS,Ignore,Not right gor my child i want yo undubscribe not right gir my child
40EN,No Engagement,"Child just doesn’t use. Thought it was great, she just didn’t enjoy it\n"
64MJ,Ignore,"Did not approve subscription, please cancel and refund.\n"
62ON,Time,Too busy with after school activities i thought she would use it more
77LR,No Engagement,Too similar to other math apps that we already have.
13XK,Content,It’s boring. The varieties are very few. I’ve found better options.
36WH,No Engagement,Great app for children lots to learn for young minds. But I no longer need it for my child since now there is tutoring at home school. Maybe I might download it in the future
38IS,Budget Sensitive,Subscription is too expensive for what you get. There are great free ones available
49GU,No Engagement,Child didnt like it. Child didnt like it. Child didnt like it.
80LQ,Ignore,Please cancel thisnsubscription. Oops your 50 character minimum is ridiculous
54ZL,Budget Sensitive,This wAsnt exactly what we needed. We also want something free.
49BK,Budget Sensitive,Too expensive and i do t like having to type 50 characters just to cancel.
62KP,No Engagement,Not used enough to justify subscription...............
79UZ,Issues,Why am i being charged if i already cancelled this a week ago? I mentioned that app can’t be shared among all devices that i own and i dont like the fact that this is the case. Please refund the charge.
50BP,Content,Too easy for my son. He has known all the math problems already.
51TW,Content,My child does not enjoy the app or feel challenged enough\n\n
69KF,Plan Issues,Needed monthly payment plan so i had to cxl. Through the app store it doesnt guve you that option
72NL,Budget Sensitive,love it but its not free and others are so i have to leave thank you
68AC,No Engagement,Not using enough and this 50 character requirement is BS
46WJ,Budget Sensitive,It is too expensive and we unable to afford right now
94IU,Ignore,The e mail used in this splash math account needs to be used in an account provided by the scholl. Unfortunately I can not open the school account because the email I used for the first account is the one I am intending to use for the scool account
59MT,No Engagement,Child not interested in the math games. It got boring
97DU,Plan Issues,I just don't like auto subscriptions.  Will probably buy again as needed.
85JE,No Engagement,Kid not using the game...................................................................................................
18PD,Content,"The problems are repetitive, rather boring and the app lacks imagination."
80XM,Budget Sensitive,\nWay too much money. If it was cheaper I would purchase it\n
31TW,Budget Sensitive,The app is way too expensive. And i should t have to type a minimum of 50 characters just to say that.
34NT,Plan Issues,I dont want to be charged a monthly fee anymore for this app
50DJ,No Engagement,My son does not use this app too often so we woukdlike to discontinue
85PO,No Engagement,My child is just not interested in it and has not used it
22EK,No Engagement,Child did not enjoy the games and would not play on them.
59GR,Content,"I may have already unsubscribed, but I want to make sure it went through. The game was a bit difficult for my granddaughter and I didn’t want to have to pay after the free trial."
81UA,Ignore,Thoth thee thee thug thyroid thre thuyt there yyhyu tyhui utopia erythropoietin
42YB,Issues,Not enough math. Too much emphasis on point and prizes.
25BW,Ignore,Internet connection in the home is unstable as of this time. Be subscribing once this is remedied
60YD,School Free App,Child prefers school math sites. She uses websites provided by her elementary school!
21EA,Ignore,Hbukashfukadbfukadhfkuabdckubaduckbadkufbaukdfbkuadbfuksdbfuksdbvuobsdouvbsdoubvousdbvousdvuobdsouvbsduov
35JP,Budget Sensitive,It costs money. I can make our own flashcards. That is the reason.
34GZ,Budget Sensitive,I dont want to pay.......... .....................
52SV,Budget Sensitive,Too much money and can not afford it the app is good though
32JL,Ignore,Ridiculous you make people have to type here to cancel subscription
96SW,Time,My child has no time to login to work on it. Noticed that money is not too relevant as it is not in our country’s currency.
84JD,Plan Issues,I’d like to change to monthly subscription. I accidentally had it for an annual subscription.
53AQ,Short Term,Please cancel. Not needed anymore............................
13YI,Short Term,"Not required anymore. Please cancel......"".........."
52LO,Issues,Not verbal enough-can’t read questions by herself.
47PB,Ignore,Thanks for trial. Have a great and Weekend coming up. I wish you the best of luck and that you’re blessed forever
66AQ,School Free App,The school has provided more options for practicing
40WD,Ignore,Did not get a chance to review thorougly due to vacation trips.
84XB,Budget Sensitive,Cost is too high. Consider lowering the cost and I may reconsider.
93JD,Short Term,Not interested in paying a monthly fee at this time
62KY,Ignore,Ndhdudjdjdjdjdjdjdjdjdjdjdjdjfjfjfjfjfjfjfjfjjfjfjfjfjfjfjfjfjfjfp
50NQ,Alternates,We no longer use it as children work on workbooks. Not a fan of automatic renewal
51QM,Ignore,...............&:$:$:&:$2$2$;!.$:!:!3)1$-?:$;&3!.$3$3):):)/):73!:).!.$/:.&:$:!.$.$;!37: sjenudbs suenebs shdne e
98JA,No Engagement,Not being used by my granddaughter who prefers the old fashioned way of learning
73FR,Budget Sensitive,Unfortunately this app is not within my budget right now. This is the reason why I can not continue this subscription.
41IV,Budget Sensitive,This is not the right fit for my child at this time.
23OL,Budget Sensitive,Cannot afford to pay monthly anymore. Please stop charging my card. I will subscribe again if i can afford it again\n
58RC,Ignore,Thought it was free as we received it through the school
90TN,Ignore,Yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
24EZ,No Engagement,Evaluating other options at this point. Good variety of material
97ME,Ignore,Not interested in the app. Was downloaded by mistake.
11BW,No Engagement,I thought my daughter would like it but she didnt im so sorry this didnt work out
85CD,Ignore,.’mmmklslslsldnfmdldksnsmzxnvbkdlsbfmsnfbx sobe fm jgorodldnd
45JP,No Engagement,She does not like this game. And please remve us from subscription and refund . Thanks!
90RV,Ignore,"Please stop charging my credit card and send me an email to confirm the subscription cancellation, please!!!!!!!!!!!!!!!!!!!!!"
46SL,Ignore,Too young for program at this time. Likely to return at later date.
23RO,No Engagement,My son hasn’t used it in months please cancel the app \n
50QU,Budget Sensitive,"The price of $10 a month is too much.  My kids only played the app a little, so it is t worth paying for if they hardly used it."
56FK,Budget Sensitive,Too expensive. Wish there were a monthly option. Let me know if i missed sometghing.
75NF,No Engagement,My child is not interested. My child is not interested. My child is not interested. My child is not interested. My child is not interested
10YH,Competitor,"After trying several math game apps, my son preferred a different one"
34GF,Competitor,"After trying several math game apps, my son preferred a different one    \n"
96QL,Competitor,"After trying several math game apps, my son preferred a different one \n"
88RC,Budget Sensitive,Too expensive for our family.............................................
13XB,School Free App,"Not enough use, my child uses a different app through school"
36KT,Time,Don't have time because he is in school and too pricey
61XQ,Budget Sensitive,We think this is too expensive for a child to need it.
20QM,No Engagement,Not interested. Jjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjnjjjjjj
81UO,Budget Sensitive,I like the app but is too costly for me. can I subscribe and be charged for one month only for the moment. Thank you.\n
20JH,Issues,We no longer need this app. As my daughter is unable to use this app either on my phone or on the tab she has
98FW,Budget Sensitive,Nothing i just dont want to pay$10 a month. Jjjjjjjjjjjjjjjjjjjjjjjjjjj
90BL,Ignore,Child signed up. Not parent!! We dont want trial. Do not charge me
34OX,Time,Kid is not able to spend much time on the app. Abcdecghij
30CK,Budget Sensitive,I want to cancel the subscription this is expensive to me
97XL,Ignore,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
54EK,Budget Sensitive,Can not afford subscription \nThank you\nMmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm\n
21XJ,Budget Sensitive,The program was good but financially it is not in our budget
74YF,Budget Sensitive,It's too expensive . There are a lot of other math apps cheaper.
66RF,Budget Sensitive,I cannot afford the monthly subscription but hope to one day subscribe because my son really enjoys this app.
58NJ,Ignore,Not what im looking for.…;5(())(()7$!?;::(&!(:2/($&?;32()$!
36SU,Budget Sensitive,Didnt know it cost do not have enough money at all single mother no job thought was a free game sorry but please can el and remove the card if have one on file
82WJ,Issues,We don’t use the app.  The app is only on my iPad and I don’t let the kids play on my iPad. The bot( have broken screens so I don’t want to spend the Romney to renew the app.
93JZ,No Engagement,Tried it out for my kids and they didn’t care for it
70UX,Issues,It would be helpful if the application allowed the repeat of specific facts rather than moving from one level to the next.  This would help with memorization.
21GV,Issues,"No me gusta mucho quiero k haga diferentes problemas, que ahogan problemas escritos"
70BY,Ignore,Zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzbbbbbbbbbbbbbbpppppp
86TR,Budget Sensitive,Too expensive  and deon neeed to practice with a pencil rather than iPad but it's a good app
79OA,Ignore,This cancellatikn is impossible.  I am verh frustrated
11EY,No Engagement,Not using bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb
47KL,Budget Sensitive,"My kids are not using it as much as we hoped, and $10 a month for something that isn’t being utilized to it’s fullest potential is a waste."
37CL,No Engagement,Not interested in app. My son doesnt enjoy it. It doesnt keep his attention
85ZP,Ignore,Don’t like it dschwejcbwjcbwje cjwhbecibwdicbwdichbjwebcihwdbciwbichbwdicbuiwdcbiwhednjvdqigdiqediqedinweihd wiehd
60BM,No Engagement,I no longer use this application. My son is getting practice in school.
70BG,Budget Sensitive,"Hi \nThe reason is I can’t afford now I was just checking the apps with my son to see how is he going with math, maybe in future I will subscribe again ,thanks ."
40UW,Plan Issues,"Unwanted for my child. Unnecessary subscription fee. One time fee would be tolerable, not monthly"
16LL,Budget Sensitive,If it was Less expensive i would consider keeping thr app
31GB,Budget Sensitive,\n Too expensive  Too expensive  Too expensive  Too expensive  Too expensive  Too expensive  Too expensive  Too expensive  Too expensive
58PX,Issues,"Not what i thought it was, we dont do commmon core and me and my son were both confused."
14CF,Budget Sensitive,Too expensive so have cancelled lalalalalallllllllllllllllllllllllllllllllllllll
56MB,Issues,Just do not want to mess with it.   Seemed lengthy and do not want to pay that much
64EY,Budget Sensitive,It is too expensive for what we are frtting on a monthly basis
81TG,Budget Sensitive,The app is too expensive for long term use. My daughter wasnt getting enough use out of the app.
66NP,Alternates,No it’s not working out because my tablet is broken. However Justin will continue his math development with his text book. Thank you.
99EB,Ignore,"A paragraph is a related group of sentences that develops one main idea. Each paragraph in the body of the essay should contain:\n\nA topic sentence that states the main or controlling idea\nSupporting sentences to explain and develop the point you’re making\nEvidence. Most of the time, your point should be supported by some form of evidence from your reading, or by an example drawn from the subject area.\nAnalysis. Don’t just leave the evidence hanging there - analyse and interpret it! Comment on the implication/significance/impact and finish off the paragraph with a critical conclusion you have drawn from the evidence.\na concluding sentence that restates your point, analyses the evidence or acts as a transition to the next paragraph."
47LB,Issues,Not enough time to trial to decide if want to pay monthly for subscription. \n
90DP,No Engagement,Not as useful. Daughter is not showing interest in the app. This does not seem worthwhile for our family\n
91DV,Budget Sensitive,we do not find it useful or worthwhile. Daughter is not showing interest to the app and hence would like to cancel.\n
26YV,Budget Sensitive,I can’t afford it right now so I want to cancel it before my trial is over
31DM,Ignore,Not interested right now .....................zzzzzzzzzzzzzzzzzzzzz
92JH,Ignore,Ssssssssssss vvvvvvvvv bbbbbbbb nnnnnnnnn mmmmmmmm
63ZN,Time,Kids are busy with school barely have time for this studies.
48UP,No Engagement,My daughter is not interested in this. She said she doesn't want to do this.
78DW,School Free App,I don’t want to pay the monthly fee. I get the same benefits with the school app IXL
67PF,Budget Sensitive,too expensive \ntoo expensive\ntoo expensive\ntoo expensive\n
62QF,Issues,Want word problems. Feel we have outgrown it. Loved the app.
90EH,School Free App,Cancel as we are supposed to use class room subscription program
75VC,Ignore,"Other reasons, my stepson doesn’t spend much time with us. If it’s possible to pay for only one or two days occasionaly it would work I think."
18HO,Short Term,"Already explained before, I only need it for once or twice a month."
15RN,Budget Sensitive,I cant afford to pay this amount yearly for a learning app.
44SA,Time,He does not use app as often as should and has other works to complete
26TW,Time,Olivia doesnt use it enough to warrant spending money on the renewal.
62HS,No Engagement,Dont use............................................................
48QN,School Free App,Working with a different program at school and would like to work on that one.
62RQ,Ignore,Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
33CN,Ignore,Nridndndjndndisnskskwmskksmemeknsksmsksmskdmsms neid dkdkdmdmdndienxhjd d
60BS,Ignore,Nothing wrong with the app...............................
52XU,Ignore,Nooooooooooooooootttttttttttthhhhhhhhhhhiiiiiinnnggg
68BP,Budget Sensitive,Too expensive.            ..... x..........................
70DN,Ignore,Fhjcjgdjgxjgcjycuyfudutdjydjgc.  Fyiycjv nbvicyfi n hvuvh j ib
26EI,Budget Sensitive,This is too expensive. We do not use it enough. This is not needed. Please cancel. Thank you
16DB,No Engagement,Manreet didn’t like this game\nShe doesn’t want to play this anymore
79VJ,Budget Sensitive,"It is too expensice for my family. I found apps that although are not quite as good, they aee affordable."
44ET,Budget Sensitive,Didnt use.  Very expensive. Seriously you have a character minimum? That is obnoxious.
85NO,Budget Sensitive,"Too much money. Its for kids, not worth 120 a year."
37ZW,Budget Sensitive,Too expensive for a kids learning app. I did not like the overall experience.
11YJ,No Engagement,We are not using the app frequently enough to warrant the subscription fee every month\n
78WD,Competitor,Child has no desire to use the app and prefers other maths apps
83GM,No Engagement,Child is no longer interested in app. Id like to cancel subscription and not have any charges since we have only used app for a few days. Thank you!
26GJ,Ignore,Ggghhybggggggggghhhjnjkkkkkkkkjjjhhggffdswwwhhhhjjjnjjkm
65OT,Ignore,Ggggvvvbbnnnnkkklkjjjhhvvgffddsqqweerrtyyyuiiopplkkjhhggfdd
31UN,Budget Sensitive,This is  Too expensive! she was not interested in the games
69VI,Issues,Not sure if helpful because not enough time to evaluate
87DR,Budget Sensitive,Too much money. I don't want to pay for this every month.
62ZO,School Free App,She use IXL with her school and it’s free. She is also doing tutoring.
51BX,No Engagement,No longer enjoys. The math is too young for my child.
39IG,Ignore,No more  nooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
54WA,Budget Sensitive,Not using it and too much money plus it is hard to follow
18YV,Ignore,Prefer not to answer...........................................
19DS,Issues,I want more students to have access to this app and only 4 were allowed.\n
51NU,Ignore,This game is so annoying and this is so hard to cancel. How painful.
72XC,School Free App,Sofia has free resources from school that she uses and loves
78KW,Alternates,This subscription is no longer needed as she has a math tutor.\n\n\n\n
70UZ,No Engagement,"Not worth the money when not used often.................,,,,,,,"
73IW,Ignore,I have already submitted my review... and you need 50 characters... does this qualify
57EV,School Free App,Children not using and the cost is much to high for this to be an occasional tool. The school provides a quality one free of charge.  \nPlease refund renewal.\nThank you
89KD,No Need,This app is no longer needed in my household \nThis app is no longer needed in my household
57VV,No Need,This app is no longer needed in my household \nThis app is no longer needed in my household
50BU,Budget Sensitive,Economic reason. Will subscribe again when funds will become available again.
58DS,No Engagement,My daughter has not used thus app in a very long time.
26XX,Time,Needs time to focus on school work and less on the iPad. \n
35JA,Competitor,I’m downloading a new game. This app is very good and my daughter loves it.
42QV,Budget Sensitive,Too expensive a a a a a a a a a a a a a. A a a a a a a a a a a a a a a a a a a a a. A a a a a a a a q q a a a a. A a a a. A a
23XM,Budget Sensitive,The app is not worth it for me to pay for it. You should consider making it free.
91OF,Budget Sensitive,El precio mensual es excesivo. Solo compro apps de pago único. Por otro lado me parece interesante. Gracias.
17EQ,Ignore,Ggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg
55IN,Budget Sensitive,We were just giving the free trial a try. He loved it but paying for isnt in the budget
96PU,Budget Sensitive,Its awfully Expensive. Maybe its my device but it was super unresponsive as she was trying to select answers.
61NB,Time,My son has enough math practice in school and homework we can’t find time or energy to also do splash math after school. I also want to limit my sons screen time
13HK,Short Term,Just needed a summer program. Thank you. It was good.
68MU,No Engagement,Just did not end up using program so could not justify cost.
64YS,Ignore,Xxxxxxxxxxxxxssszzzzzzzzzddddd.        Ccrssdfvhh.  Dsggdw.  Dryui
64QA,No Engagement,Game are fun but my kids just show less interest in this.
26QW,Content,"My son is nearly 9 and wasn’t interested in app, he lost interest in it very quickly and hasn’t played it since"
87XR,Budget Sensitive,"Make it cheaper to the consumer. I understand costs of development,  it is not worth the price you are charging"
77JW,School Free App,"We have to sign up for a school program, we apologize, and we really love this app\n"
67FX,School Free App,"We have to sign up for a school program sorry, but we love this app it’s great"
44DX,Budget Sensitive,"This is the fourth time i have tried to cancel the subscription and it keeps failing. Now, not only do i think the app is overpriced, but i think you run a shady company as well."
60LI,No Engagement,Didn’t play lot with it and so don’t want waste my money for more but it’s a great app
41PG,Budget Sensitive,Too expensive!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
12BV,School Free App,"Not using it, don’t have time, my son have a better app in his school."
38BF,Budget Sensitive,The cost is too much. ...........................................
25JS,Ignore,It has been so difficult to cancel the subscription.  It doesn’t appear under my account and the cost of the app is too high.
56JS,No Engagement,Child has Not been using the app so want to cancel
50DP,Short Term,It was good just not sure if its what I want to use long term.
90QQ,Content,"Kids dont like it dony understand much, stop using please cancel it thanks"
17NF,Budget Sensitive,Cost too much otherwise wouldhave purchase. Ended up printing flashcards. My son loved the app!
51HI,No Engagement,Kids didnt like it.  They tried but it was a battle to get them to use this app.
38YW,No Engagement,This is not used as often. Also the cost is too expensive.\n
66RJ,School Free App,We are working on math with school provided materials.
47CV,No Engagement,I'm sorry about this cancellation. My daughter does not want this game.
32CL,Content,My son didnt enjoy the games and found them a little boring
57VD,No Engagement,Not take up and child is not intested. Please cancel as per trial.
56MX,No Engagement,Anna is not intersted. Therefore please cancel as per trial period
46SR,Budget Sensitive,"Too expensive too expensive.  Further, requiring 50 characters to cancel is the most ridiculous tbingive ever heard."
80OK,Budget Sensitive,Reduce the price or introduce a one off feebdndhdjdndhdndd
26YI,Competitor,"No more interesting , we find better website ! \nMy kde doesnt like it"
20AJ,No Engagement,Don’t use regularly and don’t want to payccccccccccccccccccccc
10TF,Issues,.Looking for an app that helps to teach the time. This app did not do that.
69VN,No Engagement,"My son lost interest after a few minutes , he isn’t quite ready for maths yet\nThanks"
61MI,Competitor,Too much money and i dont want it  and the othe app has alot more than just math for less then ten bucks so its cheaper and smarter
13QL,Budget Sensitive,"App is too expensive, it’s a bit unaffordable for us homeschoolers"
17JO,Short Term,No longer needed............................................
13NR,Ignore,Shopping around. Might come back to subscribe some other time when ready
29NK,Budget Sensitive,Too expensive. Don’t feel like he is learning enough for price
45FA,School Free App,Don’t use it the app and has free apps through school which is more related to her learning
57QF,Short Term,Not using anymore. I used this temporarily and do not teach math anymore unfortunately. \n
24GV,Ignore,Jjjjioluiguyuguyfiufyuifytfiytdityduytduytftyufuty
64PB,Ignore,Hrhidhdihdidhdhejjrnrjrjjrjrjrjrjjjekejjrjrnrjrjrjdhhdjzhxjridjjjfjdjdjjj urjdthhndhhdjfhjfidjfjfjjrks
28AU,Ignore,Ddddddddddddddddddddddddddddddddddddddddddddddddddddddddd
98SR,Budget Sensitive,It’s too expensive unfortunately for all the time she gets to use it
44HB,Competitor,Found something more beneficial. Very dissatisfied with this app.
27IT,Content,We have mived on to a home schooling coriculum and no longer need your services. Thank you very much
65YD,Content,Not what i thought. I could not even answer some questions.
37SW,School Free App,My daughter school gave us access to a similar app we love the app and she did very well with this app but we are choosing not to pay since school is giving us access to an app for free
99XI,Content,Child didn't like the work and had a hard time staying interested. \n
79XW,Budget Sensitive,Too expensive Too expensive Too expensive Too expensive Too expensive Too expensive
40SD,Budget Sensitive,I cannot afford this at this time.  The program is wonderful and has concepts my kids are learning at school.
75MZ,Issues,Its not customizable enough to practice a particular kind of problem
32CQ,Ignore,Great app ssssa. A a a a a a a a a a a a aa. A a a aa a. A a aa
69QM,No Engagement,Did not use ggggggggggggggggfffffffffffffdddddddffr. Ffcffcffcvfcfbhjhfdf
99AJ,Ignore,Gffffghhjfrhncdghgddfhjkgdfhjgxdbjjfdghjjjgcgjjhfgjkgfgjkjfdgjjgghhghkhghjygyhggjgfgjgfhugftuhgfhjhffgytggdgjiffbigfhjgguughjhghhhgjhghjjhhhhhhhhhhhjjuhuhhjjjjhjhhhhhhhhhhhhyyhghhhj
95TQ,Content,She doesn’t like it. Said it was too babyish for her age. We also needed individual fact options for multiplication \n
25HV,Ignore,Gggifkyciucjy jy jyciuciy iu iy iu iu iu hi yickuckuckucmu mum hm mu mu ku oucouckucouckicul oucul ukcukov
48DT,Budget Sensitive,Too expensive not worth the money. Need to lower the price
37HV,Budget Sensitive,I don’t want to pay a monthly subscrition. $9.99 per month is too much to pay.
52DL,Budget Sensitive,Better price really nothing i just can not afford the fees right not
50QC,Ignore,I though I cancelled this back in August and have been charged for two months.
71FR,Ignore,Have plan through school.  Enrolled wrong way.  Will sign up through their login.
56MM,Ignore,"Will be trying it out soon , not the time , unfortunally right now it is not the right time ."
19IO,Content,She does not like it and school recommend other one.
80NS,Budget Sensitive,Dont use cost to much money waisted hard to cancel
94ZM,Budget Sensitive,"Cus i dont like , is really spencer i cant pay for that game i sorry"
21LL,Ignore,Yyyyyyyyyhhggnnmmbvczzsertuinbvhj’nfdsetu)ncssruokbcswwfh)mm
53AP,Competitor,"Too many similar applications, too many many . That’s the reason reason."
29IB,Issues,"too childish, preschool animations did not impress my highly technical child"
34FE,Budget Sensitive,"Too expensive"".........................................................."
48SE,Ignore,Ikuinih ggggubutbutb jnuyyugyib jniunin0tgtgtgtgtgtgtgtgvvffrrghbhkhvyrcetsesykhThe yfejih6ytesw dubkubtufyrdrtfbyufrdetcb
68DK,Short Term,Was just using for summer enrichment. School is back in session.
32RD,Competitor,Do not wish to pay for this going forward as we fiund a free alternative
72PJ,Budget Sensitive,Too expensive and this 50 word minimum explanation is stupid.
24RA,School Free App,School provide a free math explore for my daugther to learn.
14KP,Ignore,Hridirhrgfhduygncydjngihzjfjkfhkjcufeuiftethdjhfjcdggtrghfdhhfvhghjhfhjgujhfjflhiihvhikvuduyfiugougouudyduyguooug
31EJ,No Engagement,Son didn’t like \nthe game.ghifdyhhfdrfghjghjigvhjkih
88DC,Budget Sensitive,No money.     \n\n         N n n n n nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnmjjjjjjjjjjjjjjjjjjuujjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj
71BP,School Free App,Not using. Using prodigy and reflex from school instead
47QX,Budget Sensitive,We don’t want to pay for this anymore. Too costly.
37FN,No Engagement,Like to try explore different options.... might come back to
47AW,Ignore,This perticular game just is not the right fit for son. He is needing something else at this time.
35MO,Ignore,"Do not want my child to spend too much time in front of a screen at this time in her life, good app though."
14FA,Time,"Since downloading, we have not had time to use the app to its potential"
74CC,Competitor,I can get the same thing free. I also live where there is limited service.
53RV,Ignore,We need to link to our classroom at school. Therefore need to cancel subscription pkease
28BW,No Engagement,"Please cancel.  We do not use this app.  We do not use this app.  We do not use this app.  We do not use this app.  We do not use this app.  We do not use this app.\n\nThanks,\n"
56JK,No Engagement,She was not into the app.  Not fun enough. Too much repetition with the elephant.
31BO,Budget Sensitive,Too expensive for what it provides doesnt holdmy childs attention
21HB,Content,Child lost interest when she returned to school after summer break
38WE,Ignore,Cucfjcjfjffjffjfjfjffjcjfjfjffjfjffjfjfjfifididisisksidkddkdkdiiwiwksskzkksdkdjdjdjdjxjxdjdjdjdjxjccjjcjcjccjcjcjfjfjdjxkdkdkdjdjdxjxjxjxjxjdjjxdjxjdjjxjxjxjxjxjxjxxjxjxjxjxxjxj
75ZM,No Engagement,Child wasn’t using app. \nXxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
64MR,No Engagement,"I don't want to be charged the 59.99 fee, kids don't spend much time on devices \n"
59SL,Competitor,Found another app that is less expensive. Our main target is multiplication facts.
86PU,Budget Sensitive,"I can’t afford it right now. I will get the Plan later, thanks.\n"
43IT,Short Term,Do not need sny longer xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx xxxxxxxx
22QP,Ignore,This is seriously not good. How do i stop the subscription from going through? I do not wish to pay for this app. Thank you
96WK,Budget Sensitive,Thank you for the trial period. But too much money
69EE,Trial,Thank you for letting us try but will avail next time.
10HA,No Engagement,Child does not use nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
40EX,Ignore,This app is great but not age appropriate for my children. I will be sure to resubsrcibe when they are older.
60IG,No Engagement,We are Not using the app enough. AThank you..............\n\n
28VP,No Engagement,My kid dont really play with this that much. But it really good app maybe will try again soon .thank you
96EO,No Engagement,The work is to hard for my special needs students and they did not find it as engaging as I had hoped.\n
75DN,No Engagement,My daughter is unfortunately uninterested In this game\n
18JY,Budget Sensitive,Doesn’t use the program and it is a waste of money
88VX,Ignore,Ttttttttttttttttttttttttttttttttttttttttttttttttttttt\nToo expensive %%%%%%%%%%%————————————-#######################——-##########################11111111111111111111111111111111111111111111111111111
34TQ,Ignore,Did not like that you notified me by email that i was going to be charged if i didnt cancel .
86GD,Budget Sensitive,Too expensive.................too expensive....................too expensive....................
31XQ,Budget Sensitive,It is a bit overpriced for our family at this moment.
64EZ,No Engagement,We no longer use this app. Please cancel my subscription
14YF,Competitor,Would like to change to something different. Not what I thought it was. Want to try another task.
63VO,No Engagement,I want to cancel this app because child is not interested in this program
55KZ,Ignore,"This is excellent app, my son enjoyed it very much and learnt good maths and activities. Rest of the stuff is too hard for him as he’s still small i guess and therefore im cancelling the subscription. Thanks SpalshMaths"
72YI,Content,Too hard for my daughter maybe later i would try again
90OR,Budget Sensitive,I JUST WANT TO TRY HOW IS WAS the game and at this time I can afford paying that amount
65QZ,Ignore,Change my mind. Iusidjnvsjdkjvnscdksk($n heuifvneojvn&nekjv\nJehfbvief7efijvnefi)envejrkvneofiv\n
